0.000000000000000000e+00,3.923827694079215500e-01,0.000000000000000000e+00
1.000000000000000056e-01,3.860019053763606989e-01,0.000000000000000000e+00
2.000000000000000111e-01,3.672739376413825529e-01,0.000000000000000000e+00
2.999999999999999889e-01,3.582388486348478396e-01,0.000000000000000000e+00
4.000000000000000222e-01,3.555562505883382851e-01,0.000000000000000000e+00
5.000000000000000000e-01,3.530904563633512350e-01,0.000000000000000000e+00
5.999999999999999778e-01,3.328267723901928155e-01,0.000000000000000000e+00
6.999999999999999556e-01,3.298262164020694387e-01,0.000000000000000000e+00
8.000000000000000444e-01,3.165659957397212176e-01,0.000000000000000000e+00
9.000000000000000222e-01,3.105140147265852968e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.095881823563517155e-01,0.000000000000000000e+00
1.100000000000000089e+00,2.959070573767264012e-01,0.000000000000000000e+00
1.199999999999999956e+00,2.825426907178783531e-01,0.000000000000000000e+00
1.300000000000000044e+00,2.768961022040910547e-01,0.000000000000000000e+00
1.399999999999999911e+00,2.707773597831590329e-01,0.000000000000000000e+00
1.500000000000000000e+00,2.550368352561306340e-01,0.000000000000000000e+00
1.600000000000000089e+00,2.548884868757702038e-01,0.000000000000000000e+00
1.699999999999999956e+00,2.410136001173469877e-01,0.000000000000000000e+00
1.800000000000000044e+00,2.303920321438110985e-01,0.000000000000000000e+00
1.899999999999999911e+00,2.257139650253021657e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.205013652579963512e-01,0.000000000000000000e+00
2.100000000000000089e+00,2.162223195241422535e-01,0.000000000000000000e+00
2.200000000000000178e+00,1.988593325967801806e-01,0.000000000000000000e+00
2.299999999999999822e+00,1.873010646425872505e-01,0.000000000000000000e+00
2.399999999999999911e+00,1.810525347925813211e-01,0.000000000000000000e+00
2.500000000000000000e+00,1.771788972839661580e-01,0.000000000000000000e+00
2.600000000000000089e+00,1.672235596591916118e-01,0.000000000000000000e+00
2.700000000000000178e+00,1.625196842868505409e-01,0.000000000000000000e+00
2.799999999999999822e+00,1.543030938891364612e-01,0.000000000000000000e+00
2.899999999999999911e+00,1.499489342010675019e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.417519798097946204e-01,0.000000000000000000e+00
3.100000000000000089e+00,1.322999755425511292e-01,0.000000000000000000e+00
3.200000000000000178e+00,1.217160528955648496e-01,0.000000000000000000e+00
3.299999999999999822e+00,1.171834919730696534e-01,0.000000000000000000e+00
3.399999999999999911e+00,1.029600190615035799e-01,0.000000000000000000e+00
3.500000000000000000e+00,1.034456691029432829e-01,0.000000000000000000e+00
3.600000000000000089e+00,9.657276964561316290e-02,0.000000000000000000e+00
3.700000000000000178e+00,8.567824592079698043e-02,0.000000000000000000e+00
3.799999999999999822e+00,7.213658906693164174e-02,0.000000000000000000e+00
3.899999999999999911e+00,7.416096978545461127e-02,0.000000000000000000e+00
4.000000000000000000e+00,6.274244099494419302e-02,0.000000000000000000e+00
4.099999999999999645e+00,5.400144942779034479e-02,0.000000000000000000e+00
4.200000000000000178e+00,4.788030473570780571e-02,0.000000000000000000e+00
4.299999999999999822e+00,4.245350758293574972e-02,0.000000000000000000e+00
4.400000000000000355e+00,2.761039548138263106e-02,0.000000000000000000e+00
4.500000000000000000e+00,3.628615773807951361e-02,0.000000000000000000e+00
4.599999999999999645e+00,1.313427972348445334e-02,0.000000000000000000e+00
4.700000000000000178e+00,1.555926553822734558e-02,0.000000000000000000e+00
4.799999999999999822e+00,7.985042411152155212e-03,0.000000000000000000e+00
